10.00000000,84.50000000,0.00000000,1015.66666667
7.40000000,92.00000000,2.98000000,1017.80000000
7.16666667,87.00000000,4.63333333,1018.66666667
8.66666667,71.33333333,1.23333333,1017.16666667
6.00000000,86.83333333,3.70000000,1016.50000000
7.00000000,82.80000000,1.48000000,1018.00000000
7.00000000,78.60000000,6.30000000,1020.00000000
8.85714286,63.71428571,7.14285714,1018.71428571
14.00000000,51.25000000,12.50000000,1017.00000000
11.00000000,62.00000000,7.40000000,1015.66666667
15.71428571,51.28571429,10.57142857,1016.14285714
14.00000000,74.00000000,13.22857143,1015.57142857
15.83333333,75.16666667,4.63333333,1013.33333333
12.83333333,88.16666667,0.61666667,1015.16666667
14.71428571,71.85714286,0.52857143,1015.85714286
13.83333333,86.66666667,0.00000000,1016.66666667
16.50000000,80.83333333,5.25000000,1015.83333333
13.83333333,92.16666667,8.95000000,1014.50000000
12.50000000,76.66666667,5.88333333,1021.66666667
11.28571429,75.28571429,8.47142857,1020.28571429
11.20000000,77.00000000,2.22000000,1021.00000000
9.50000000,79.66666667,3.08333333,1021.80000000
14.00000000,60.16666667,4.01666667,1020.50000000
13.83333333,60.66666667,6.16666667,1020.50000000
12.25000000,67.00000000,5.55000000,1020.75000000
12.66666667,64.16666667,6.80000000,1019.66666667
12.85714286,65.57142857,5.55714286,1018.14285714
14.83333333,56.00000000,3.70000000,1017.83333333
14.12500000,65.50000000,3.23750000,1016.62500000
14.71428571,70.42857143,1.05714286,1017.85714286
16.20000000,65.60000000,2.96000000,1018.40000000
16.00000000,73.00000000,2.22000000,1016.00000000
16.28571429,77.57142857,1.32857143,1017.14285714
18.00000000,65.57142857,1.85714286,1015.28571429
17.42857143,74.28571429,11.11428571,1014.57142857
16.62500000,92.37500000,9.72500000,1016.37500000
16.66666667,71.33333333,8.63333333,1018.66666667
15.60000000,59.40000000,10.74000000,1018.60000000
14.00000000,70.42857143,9.25714286,1017.14285714
15.42857143,61.28571429,9.25714286,1016.85714286
15.25000000,71.50000000,3.47500000,1017.12500000
15.87500000,70.50000000,5.32500000,1016.50000000
15.33333333,70.33333333,7.41666667,1017.50000000
16.28571429,70.14285714,6.08571429,1016.00000000
17.33333333,63.83333333,4.33333333,1014.16666667
19.16666667,65.33333333,10.18333333,1011.66666667
14.42857143,92.71428571,8.48571429,1008.00000000
13.66666667,90.00000000,0.00000000,1012.66666667
15.60000000,78.40000000,12.22000000,1016.20000000
15.85714286,82.00000000,5.81428571,1015.71428571
17.71428571,74.71428571,5.81428571,1017.00000000
20.00000000,67.28571429,6.61428571,1015.42857143
20.50000000,65.62500000,10.87500000,1016.00000000
17.42857143,74.85714286,9.25714286,1017.00000000
16.85714286,78.85714286,7.40000000,1018.85714286
16.87500000,72.87500000,4.63750000,1018.25000000
17.85714286,70.00000000,17.58750000,1015.14285714
20.80000000,57.20000000,6.66000000,1015.20000000
19.42857143,52.85714286,12.95714286,1017.42857143
17.33333333,49.33333333,24.06666667,1016.33333333
19.00000000,54.00000000,15.72500000,1016.25000000
19.33333333,62.83333333,8.63333333,1016.16666667
17.60000000,71.00000000,5.56000000,1015.80000000
20.87500000,61.87500000,4.16250000,1016.37500000
20.85714286,65.28571429,6.87142857,1015.71428571
23.42857143,57.14285714,8.72857143,1015.28571429
24.16666667,44.83333333,7.10000000,1014.83333333
25.42857143,49.71428571,5.28571429,1009.28571429
